title,authors,journal,year,doi,abstract,tags
Systematic evaluation of horizontal gene transfer between eukaryotes and viruses,Nicholas A. T. Irwin; Alexandros A. Pittis; Thomas A. Richards; Patrick J. Keeling,Nature Microbiology,2021,10.1038/s41564-021-01026-3,,背景文献
Rhizosphere soil microbial communities and nitrogen transformation response to forest fire smoke,Ziyan Huang; Xiaoyu Zhan; Mulualem Tigabu; Yan He; Z. B. Li; Guangyu Wang; Futao Guo,Applied Soil Ecology,2025,10.1016/j.apsoil.2025.105990,,背景文献
Temporal Changes in Soil Chemical Compositions in Acidified Forest Soils,Saven THAI; Lenka Pavlů; Václav Tejnecký; Sabina Chovancová; Lyhour Hin; Bunthorn Thet; Karel Němeček; Ondřej Drábek,SSRN Electronic Journal,,10.2139/ssrn.4169421,,背景文献
"Biochar as Soil Amendment in Climate-Smart Agriculture: Opportunities, Future Prospects, and Challenges",Pranaba Nanda Bhattacharyya; Sosanka Protim Sandilya; Bhaskar Sarma; Abhay K. Pandey; Jintu Dutta; Kaberi Mahanta; Didier Lesueur; Bharat Chandra Nath,Journal of soil science and plant nutrition,2024,10.1007/s42729-024-01629-9,,背景文献
Variation in Bacterial Community Structure in Rhizosphere and Bulk Soils of Different Halophytes in the Yellow River Delta,Yinghan Zhao; Li Tian; Pengshuai Shao; Jingkuan Sun; Wenjing Xu; Zehao Zhang,Frontiers in Ecology and Evolution,2022,10.3389/fevo.2021.816918,"Soil microorganisms play the important role in driving biogeochemical cycles. However, it is still unclear on soil microbial community characteristics and microbial driving mechanism in rhizosphere and bulk soils of different halophyte species. In this study, we analyzed bacterial communities in the rhizosphere and bulk soils of three typical halophytes in the Yellow River Delta, i.e., Phragmites communis , Suaeda salsa , and Aeluropus sinensis , by high-throughput sequencing. The contents of total carbon, total nitrogen, and available phosphorus in rhizosphere soils of the three halophytes were significantly higher than those in bulk soils, which suggested a nutrient enrichment effect of the rhizosphere. Rhizosphere soil bacterial α-diversity of P. communis was higher than that in bulk soil, whereas bacterial α-diversity in rhizosphere soil of S. salsa and A. sinensis was lower than those in bulk soil. The dominant bacterial phyla were Proteobacteria , Actinobacteria , Chloroflexi , and Bacteroidetes , which accounted for 31, 20.5, 16.3, and 10.3%, respectively. LDA effect size (LEfSe) analysis showed that the bacterial species with significant differences in expression abundance was obviously different in the rhizosphere and bulk soil of three halophytes. The principal component analysis (PCoA) showed that bacterial community composition was greatly different between rhizosphere and bulk soils of P. communis and S. salsa , while no difference in A. sinensis . Changed bacterial community composition was mainly ascribed to salinity in rhizosphere and bulk soils. Additionally, salinity was positively correlated with Bacteroidetes and negatively correlated with Actinobacteria and Acidobacteria . Our study clarified the variation in bacterial community structure between rhizosphere and bulk soils with soil physicochemical properties, which proved a biological reference to indicate the characteristics of saline and alkaline land.",滨海湿地/盐沼；湿地植被/盐生植物；微生物群落
Nitrogen and phosphorus fertilization consistently favor pathogenic over mutualistic fungi in grassland soils,Ylva Lekberg; Carlos Alberto Arnillas; Elizabeth T. Borer; Lorinda Bullington; Noah Fierer; Peter G. Kennedy; Jonathan Leff; Angela D. Luis,Nature Communications,2021,10.1038/s41467-021-23605-y,"Ecosystems across the globe receive elevated inputs of nutrients, but the consequences of this for soil fungal guilds that mediate key ecosystem functions remain unclear. We find that nitrogen and phosphorus addition to 25 grasslands distributed across four continents promotes the relative abundance of fungal pathogens, suppresses mutualists, but does not affect saprotrophs. Structural equation models suggest that responses are often indirect and primarily mediated by nutrient-induced shifts in plant communities. Nutrient addition also reduces co-occurrences within and among fungal guilds, which could have important consequences for belowground interactions. Focusing only on plots that received no nutrient addition, soil properties influence pathogen abundance globally, whereas plant community characteristics influence mutualists, and climate influence saprotrophs. We show consistent, guild-level responses that enhance our ability to predict shifts in soil function related to anthropogenic eutrophication, which can have longer-term consequences for plant communities.",氮添加/氮沉降
"Linking microbial communities, functional genes and nitrogen-cycling processes in forest floors under four tree species",Relena R. Ribbons; David J. Levy-Booth; Jacynthe Masse; Sue J. Grayston; Morag A. McDonald; Lars Vesterdal; Cindy E. Prescott,Soil Biology and Biochemistry,2016,10.1016/j.soilbio.2016.07.024,,宏基因组/功能基因
"Simultaneously enhanced autotrophic–heterotrophic denitrification in iron-based ecological floating bed by plant biomass: Metagenomics insights into microbial communities, functional genes and nitrogen metabolic pathways",Yuanyuan Peng; Xushun Gu; Manping Zhang; Pan Yan; Shanshan Sun; Shengbing He,Water Research,2023,10.1016/j.watres.2023.120868,,宏基因组/功能基因；氮循环过程
[Effects of Different Forms of Nitrogen Addition on Soil Physical and Chemical Properties and Microbial Community Structure of Perennial Alpine Cultivated Grassland].,Yongshang Tong; Chunping Zhang; Quanmin Dong; Zengzeng Yang; Xiaofang Zhang; Lian Huo; Quan Cao; Z.H. Zhang,PubMed,2024,10.13227/j.hjkx.202307216,"-N content, AN content, and TC content. Exogenous nitrogen input changed the structure of soil bacterial and fungal communities, as well as the relative abundance of dominant phyla and genera, but it did not significantly affect the alpha diversity of bacterial and fungal communities. Principal coordinate analysis (PCoA) showed that different forms of nitrogen addition had a significant impact on the Beta diversity of bacterial communities, whereas the impact on fungal communities was not significant. Redundancy analysis (RDA) indicated that nitrogen addition mainly changed the composition and structure of microbial communities through soil ammonium nitrogen. Overall, ammonium nitrogen fertilizer should be given priority in the soil remediation process of perennial cultivated grasslands in the Qinghai Tibet Plateau.",氮添加/氮沉降；微生物群落
Impact of salinity on nitrogen cycling and microbial community functional potential in groundwater of the Yellow river delta,Huan Wang; Chuanshun Zhi; Yufei Jiao; Dan Xu; Wenfeng Gao; Yawei Kou; Xiancang Wu; Jing Bai,Applied Geochemistry,2025,10.1016/j.apgeochem.2025.106669,,滨海湿地/盐沼；微生物群落
Plant-induced nutrient enrichment alters microbial carbon cycling gene expression in Pb–Zn contaminated rhizospheres,Caili Sun; Yongwei Liu; Yajuan Yao; Xiaoyu Lu,Plant and Soil,2025,10.1007/s11104-025-07804-w,,背景文献
